fname,codec,effort,quality,outname,size,enc_time,perf,dssim
munhell,webp,5,44,munhell.q25.5,9274,0.03319120407104492,4.73821316223943,78.98705107
munhell,libavif,6,44,munhell.s6.q44,13872,0.2760894298553467,0.5696234009480113,78.50904238
munhell,libavif,7,44,munhell.s7.q44,14674,0.15803050994873047,0.9951685915018676,75.40811845
munhell,webp,7,44,munhell.q17.5,8898,0.035696983337402344,4.4056103708690655,75.76032948
munhell,libavif,8,44,munhell.s8.q44,16058,0.040433406829833984,3.8895312646264526,80.37439194
mars,libavif,5,12,mars.s5.q12,172389,2.8214755058288574,0.49576329729259266,84.760858
mars,webp,5,12,mars.q94,265302,0.20772814750671387,6.733723940588218,84.69531896
mars,libavif,6,12,mars.s6.q12,173747,0.5454225540161133,2.564587748893633,84.03039132
mars,libavif,7,12,mars.s7.q12,192439,0.39476919174194336,3.5432957516967813,85.03660751
mars,webp,7,12,mars.q94.5,275664,0.1948099136352539,7.180250603770444,84.94648448
mars,libavif,8,12,mars.s8.q12,192513,0.21295738220214844,6.568375256755425,84.87392109
mars,libavif,5,16,mars.s5.q16,132922,2.5155255794525146,0.5560603364265669,82.16132321
mars,webp,5,16,mars.q91.5,213148,0.1764833927154541,7.925867575853288,82.60122229
mars,libavif,6,16,mars.s6.q16,137319,0.49889326095581055,2.803774092518554,81.17515365
mars,libavif,7,16,mars.s7.q16,148162,0.3630552291870117,3.8528132569038935,81.77108136
mars,webp,7,16,mars.q91,191634,0.17470502853393555,8.006546873539438,81.62805607
mars,libavif,8,16,mars.s8.q16,147385,0.19633817672729492,7.124360749987249,81.46009316
mars,libavif,5,20,mars.s5.q20,108079,2.3056414127349854,0.6066789017034275,79.35273388
mars,webp,5,20,mars.q89,173616,0.17326903343200684,8.072902424015092,80.13795809
mars,libavif,6,20,mars.s6.q20,112911,0.4344651699066162,3.2195538259157903,78.20332137
mars,libavif,7,20,mars.s7.q20,116477,0.34062957763671875,4.106466648330235,78.45160349
mars,webp,7,20,mars.q88.5,159380,0.1663672924041748,8.407806485194076,78.21173575
mars,libavif,8,20,mars.s8.q20,118531,0.20371079444885254,6.866518800756064,78.07503583
mars,libavif,5,24,mars.s5.q24,90454,2.0265793800354004,0.6902192007774035,76.51758021
mars,webp,5,24,mars.q86,137378,0.16236305236816406,8.615162006367107,76.74008392
mars,libavif,6,24,mars.s6.q24,93821,0.6356422901153564,2.200583601424865,75.33159392
mars,libavif,7,24,mars.s7.q24,95942,0.33020448684692383,4.236114455490267,75.12734308
mars,webp,7,24,mars.q84.5,126132,0.1691725254058838,8.26838753304649,75.10966629
mars,libavif,8,24,mars.s8.q24,98145,0.1681523323059082,8.318552474522248,74.6738956
mars,libavif,5,28,mars.s5.q28,69092,2.0254290103912354,0.6906112200544655,71.38419155
mars,webp,5,28,mars.q81,104896,0.18213987350463867,7.679724231083187,71.47109202
mars,libavif,6,28,mars.s6.q28,71452,0.5471291542053223,2.5565883105455485,69.77271563
mars,libavif,7,28,mars.s7.q28,75359,0.304945707321167,4.586993574324392,70.05005578
mars,webp,7,28,mars.q79.5,96996,0.16980695724487305,8.237495228083379,69.97518919
mars,libavif,8,28,mars.s8.q28,77490,0.1575467586517334,8.878532392355314,69.54576779
mars,libavif,5,32,mars.s5.q32,52763,1.9065392017364502,0.733677019977353,64.9139441
mars,webp,5,32,mars.q72.5,77734,0.1600961685180664,8.737148508598763,64.77633552
mars,libavif,6,32,mars.s6.q32,54804,0.5657570362091064,2.472411142020694,62.99254781
mars,libavif,7,32,mars.s7.q32,58124,0.31186556816101074,4.485214601433116,63.50936045
mars,webp,7,32,mars.q70,74578,0.14956045150756836,9.352632904623293,63.51927609
mars,libavif,8,32,mars.s8.q32,60264,0.16172432899475098,8.649187223064008,62.98504039
mars,libavif,5,36,mars.s5.q36,39810,1.6605441570281982,0.8423648320821178,57.47935716
mars,webp,5,36,mars.q54.5,60452,0.1411275863647461,9.911485316448513,57.40046644
mars,libavif,6,36,mars.s6.q36,41247,0.5166053771972656,2.707645064766476,55.8213223
mars,libavif,7,36,mars.s7.q36,43454,0.27877283096313477,5.017648223348482,55.45818157
mars,webp,7,36,mars.q48,55678,0.1404561996459961,9.95886264561818,55.36052847
mars,libavif,8,36,mars.s8.q36,45048,0.15315628051757812,9.133050210366386,54.54703123
mars,libavif,5,40,mars.s5.q40,29682,1.3928337097167969,1.0042720751527567,49.37970883
mars,webp,5,40,mars.q36.5,44772,0.14379072189331055,9.727915553813453,49.39951136
mars,libavif,6,40,mars.s6.q40,30786,0.42581796646118164,3.28493419764503,47.17697683
mars,libavif,7,40,mars.s7.q40,31855,0.2320711612701416,6.02739259951283,46.44257518
mars,webp,7,40,mars.q32,40828,0.13588213920593262,10.294097577313746,46.39953287
mars,libavif,8,40,mars.s8.q40,33059,0.13646221160888672,10.250339515301452,45.19463961
mars,libavif,5,44,mars.s5.q44,22025,1.382033348083496,1.0121202950274193,40.29168238
mars,webp,5,44,mars.q22.5,33460,0.1326768398284912,10.542789546451221,40.21453586
mars,libavif,6,44,mars.s6.q44,22694,0.48301172256469727,2.8959628403483295,37.72090114
mars,libavif,7,44,mars.s7.q44,23418,0.2540874481201172,5.505128294801637,37.05111014
mars,webp,7,44,mars.q19,30728,0.13670849800109863,10.231873076308386,36.98512635
mars,libavif,8,44,mars.s8.q44,24229,0.11814379692077637,11.839673655807609,34.63944506
louvre,libavif,5,12,louvre.s5.q12,371051,5.25331974029541,0.3894680128274368,84.16212395
louvre,webp,5,12,louvre.q94,526114,0.31844639778137207,6.424943143507223,84.26635586
louvre,libavif,6,12,louvre.s6.q12,378580,0.9507107734680176,2.152074066160594,82.89347438
louvre,libavif,7,12,louvre.s7.q12,415405,0.6579902172088623,3.10946872231468,84.50715387
louvre,webp,7,12,louvre.q94.5,533242,0.38768553733825684,5.277473114027616,84.35475239
louvre,libavif,8,12,louvre.s8.q12,419026,0.4306628704071045,4.750815871509707,84.34715493
louvre,libavif,5,16,louvre.s5.q16,289339,4.836774826049805,0.4230091483648762,80.78588302
louvre,webp,5,16,louvre.q90,386674,0.299288272857666,6.836218407304674,81.08357654
louvre,libavif,6,16,louvre.s6.q16,295874,0.831066370010376,2.461897236889101,79.00729784
louvre,libavif,7,16,louvre.s7.q16,314245,0.6422216892242432,3.1858157927855384,80.59314538
louvre,webp,7,16,louvre.q89.5,372532,0.3021116256713867,6.772331238339957,80.45399419
louvre,libavif,8,16,louvre.s8.q16,317096,0.3866710662841797,5.291319104016731,80.32908295
louvre,libavif,5,20,louvre.s5.q20,235084,4.404153347015381,0.464561480672906,77.44785744
louvre,webp,5,20,louvre.q86.5,312632,0.2800929546356201,7.304717830770476,77.57283761
louvre,libavif,6,20,louvre.s6.q20,241520,0.7976016998291016,2.565190119878615,75.33503798
louvre,libavif,7,20,louvre.s7.q20,249924,0.60921311378479,3.358430660313671,76.56627222
louvre,webp,7,20,louvre.q86,295160,0.27408289909362793,7.464894770034804,76.32295201
louvre,libavif,8,20,louvre.s8.q20,252293,0.36681413650512695,5.5777566794277655,76.33038879
louvre,libavif,5,24,louvre.s5.q24,196387,4.193260908126831,0.4879257563092985,74.25091551
louvre,webp,5,24,louvre.q83.5,264988,0.2822413444519043,7.249115128661284,74.18040246
louvre,libavif,6,24,louvre.s6.q24,199901,1.039402723312378,1.968438175224122,72.43725104
louvre,libavif,7,24,louvre.s7.q24,205646,0.5916483402252197,3.4581352822204483,72.84581102
louvre,webp,7,24,louvre.q84,269006,0.25748395919799805,7.946126066931736,73.66363212
louvre,libavif,8,24,louvre.s8.q24,208121,0.3464195728302002,5.90613279522419,72.41037126
louvre,libavif,5,28,louvre.s5.q28,149048,3.8077449798583984,0.5373259004535765,68.53072133
louvre,webp,5,28,louvre.q79,213876,0.2693765163421631,7.595316873877614,68.65414565
louvre,libavif,6,28,louvre.s6.q28,151330,0.9449436664581299,2.1652084379472982,66.2178526
louvre,libavif,7,28,louvre.s7.q28,161216,0.554678201675415,3.688625213357983,67.37437546
louvre,webp,7,28,louvre.q78,202844,0.26174354553222656,7.816811665172813,67.44696603
louvre,libavif,8,28,louvre.s8.q28,162565,0.3187847137451172,6.4181245579920425,66.54199115
louvre,libavif,5,32,louvre.s5.q32,113295,3.509183883666992,0.5830415469314167,61.82918062
louvre,webp,5,32,louvre.q68,157962,0.24820470809936523,8.243195770407839,61.72094177
louvre,libavif,6,32,louvre.s6.q32,115320,0.981337308883667,2.0849100319312774,59.45916993
louvre,libavif,7,32,louvre.s7.q32,124608,0.460345983505249,4.444483221990946,60.75897294
louvre,webp,7,32,louvre.q66.5,154384,0.22951054573059082,8.914623044823749,60.51667192
louvre,libavif,8,32,louvre.s8.q32,125849,0.26870155334472656,7.614395877254626,59.68865312
louvre,libavif,5,36,louvre.s5.q36,84619,3.1647915840148926,0.6464880690198308,54.22739055
louvre,webp,5,36,louvre.q51,123770,0.24735355377197266,8.271560965265703,54.20112951
louvre,libavif,6,36,louvre.s6.q36,86375,0.8020544052124023,2.550949145972426,51.71546672
louvre,libavif,7,36,louvre.s7.q36,93189,0.4789583683013916,4.271770023052452,52.45824004
louvre,webp,7,36,louvre.q47,117484,0.21950316429138184,9.321050138867317,52.5833977
louvre,libavif,8,36,louvre.s8.q36,94286,0.27201318740844727,7.521694148334745,51.07901438
louvre,libavif,5,40,louvre.s5.q40,62652,2.7152769565582275,0.7535142943920625,45.19300977
louvre,webp,5,40,louvre.q34,93074,0.2393507957458496,8.548122823759103,45.25410636
louvre,libavif,6,40,louvre.s6.q40,64093,0.8672349452972412,2.359222274303928,42.54707595
louvre,libavif,7,40,louvre.s7.q40,68296,0.4244670867919922,4.820161712567908,43.12508878
louvre,webp,7,40,louvre.q31,87460,0.22688698768615723,9.017705338087266,43.23785582
louvre,libavif,8,40,louvre.s8.q40,69276,0.24578070640563965,8.324493935757737,41.63418478
louvre,libavif,5,44,louvre.s5.q44,45759,2.3577840328216553,0.867763956120896,35.22727051
louvre,webp,5,44,louvre.q19.5,66868,0.2284553050994873,8.95579990628369,35.02110043
louvre,libavif,6,44,louvre.s6.q44,46770,0.8035562038421631,2.546181574129047,32.14560263
louvre,libavif,7,44,louvre.s7.q44,50183,0.4223518371582031,4.844302356458357,33.11218782
louvre,webp,7,44,louvre.q17.5,63446,0.239485502243042,8.543314650937056,32.82182806
louvre,libavif,8,44,louvre.s8.q44,51030,0.20798373222351074,9.837307841948215,30.80218113
dawn,libavif,5,12,dawn.s5.q12,29403,1.3663768768310547,0.9128023323203629,88.18386801
dawn,webp,5,12,dawn.q99,107376,0.11316919326782227,11.020949818457611,85.61612774
dawn,libavif,6,12,dawn.s6.q12,32680,0.2633380889892578,4.7362385167565995,87.01471058
dawn,libavif,7,12,dawn.s7.q12,34075,0.1960618495941162,6.361421166749155,87.17826884
dawn,webp,7,12,dawn.q99,107376,0.11316919326782227,11.020949818457611,85.61612774
dawn,libavif,8,12,dawn.s8.q12,43715,0.1080784797668457,11.540058693373688,85.88335522
dawn,libavif,5,16,dawn.s5.q16,24776,1.5994904041290283,0.779768354208512,86.97029765
dawn,webp,5,16,dawn.q99,107376,0.11316919326782227,11.020949818457611,85.61612774
dawn,libavif,6,16,dawn.s6.q16,27222,283.2119631767273,0.004403881764068398,85.33052077
dawn,libavif,7,16,dawn.s7.q16,27849,0.2094733715057373,5.954131501463131,85.12030771
dawn,webp,7,16,dawn.q96,78160,0.11497259140014648,10.848081136652636,85.17483912
dawn,libavif,8,16,dawn.s8.q16,35527,0.11477160453796387,10.867078185592879,82.95079044
dawn,libavif,5,20,dawn.s5.q20,21528,1.2047672271728516,1.035247284180196,85.42736535
dawn,webp,5,20,dawn.q97,85756,0.10756397247314453,11.59525788536116,85.45514958
dawn,libavif,6,20,dawn.s6.q20,23851,0.2541046142578125,4.908340620428751,83.80835496
dawn,libavif,7,20,dawn.s7.q20,23745,0.2080392837524414,5.9951754183318435,82.88863571
dawn,webp,7,20,dawn.q89.5,45864,0.11230015754699707,11.106235532020865,82.90613583
dawn,libavif,8,20,dawn.s8.q20,29692,0.1161201000213623,10.740879484004491,80.20507485
dawn,libavif,5,24,dawn.s5.q24,19187,1.2364861965179443,1.0086905972038482,84.30914451
dawn,webp,5,24,dawn.q94,62634,0.11407351493835449,10.933580863831592,84.44264865
dawn,libavif,6,24,dawn.s6.q24,20589,0.3248903751373291,3.8389318226888163,82.74703638
dawn,libavif,7,24,dawn.s7.q24,20757,0.17876362800598145,6.976989748486575,80.62702517
dawn,webp,7,24,dawn.q85.5,38004,0.1093142032623291,11.409606096720372,80.52023677
dawn,libavif,8,24,dawn.s8.q24,25976,0.1161966323852539,10.73380505439056,77.92499711
dawn,libavif,5,28,dawn.s5.q28,16235,1.1901378631591797,1.047972708547618,81.91129265
dawn,webp,5,28,dawn.q87.5,41740,0.0977330207824707,12.761623349144472,81.9321883
dawn,libavif,6,28,dawn.s6.q28,17523,0.32035279273986816,3.8933077165735,79.78489091
dawn,libavif,7,28,dawn.s7.q28,17725,0.21409296989440918,5.825656025114396,76.19726681
dawn,webp,7,28,dawn.q77,28966,0.10384559631347656,12.0104467043071,76.13974725
dawn,libavif,8,28,dawn.s8.q28,21636,0.11185908317565918,11.150028809385065,73.38532442
dawn,libavif,5,32,dawn.s5.q32,13833,1.1129000186920166,1.1207044469869474,78.62212761
dawn,webp,5,32,dawn.q81.5,33146,0.1028141975402832,12.130931620716362,78.63704396
dawn,libavif,6,32,dawn.s6.q32,14898,0.34708619117736816,3.5934359582823014,76.69627145
dawn,libavif,7,32,dawn.s7.q32,15167,0.20238780975341797,6.162584601906521,69.30883032
dawn,webp,7,32,dawn.q49.5,21482,0.10491514205932617,11.888007541320679,69.37601547
dawn,libavif,8,32,dawn.s8.q32,18095,0.09652090072631836,12.921885214648823,65.99814282
dawn,libavif,5,36,dawn.s5.q36,11612,1.21077561378479,1.0301099442375208,76.13273729
dawn,webp,5,36,dawn.q77,28966,0.10384559631347656,12.0104467043071,76.13974725
dawn,libavif,6,36,dawn.s6.q36,12552,0.33507776260375977,3.7222165693964357,72.96225098
dawn,libavif,7,36,dawn.s7.q36,12604,0.18346953392028809,6.798033293864933,63.97801114
dawn,webp,7,36,dawn.q32,17526,0.09759092330932617,12.78020493818619,63.98360458
dawn,libavif,8,36,dawn.s8.q36,14870,0.09490108489990234,13.142441957492137,59.86164814
dawn,libavif,5,40,dawn.s5.q40,9757,1.1786973476409912,1.058144401950316,71.17805496
dawn,webp,5,40,dawn.q59,23286,0.10324478149414062,12.080339383262517,71.16684505
dawn,libavif,6,40,dawn.s6.q40,10668,0.3141000270843506,3.970811500965136,67.70526435
dawn,libavif,7,40,dawn.s7.q40,10237,0.1813945770263672,6.875795409356171,56.35145626
dawn,webp,7,40,dawn.q18.5,14872,0.10644769668579102,11.716852866075069,56.63724045
dawn,libavif,8,40,dawn.s8.q40,12116,0.10441470146179199,11.94498459066508,50.88196138
dawn,libavif,5,44,dawn.s5.q44,8238,1.087048053741455,1.1473568217221088,65.55781116
dawn,webp,5,44,dawn.q38.5,18890,0.1027822494506836,12.134702311593598,65.53468332
dawn,libavif,6,44,dawn.s6.q44,8716,0.3553023338317871,3.5103400153585382,60.84166824
dawn,libavif,7,44,dawn.s7.q44,8575,0.18348002433776855,6.797644618271738,47.41020166
dawn,webp,7,44,dawn.q7,11966,0.09308314323425293,13.399117785066814,47.13022547
dawn,libavif,8,44,dawn.s8.q44,10004,0.08942699432373047,13.946929665163003,41.3326014
lake,libavif,5,12,lake.s5.q12,506877,7.191643714904785,0.3759029377939354,86.91967475
lake,webp,5,12,lake.q93,707930,0.4291994571685791,6.298610016503786,86.7403039
lake,libavif,6,12,lake.s6.q12,503937,1.1265931129455566,2.399588608288112,85.83338396
lake,libavif,7,12,lake.s7.q12,558791,0.9808049201965332,2.75626676042602,87.01962446
lake,webp,7,12,lake.q93,707930,0.4291994571685791,6.298610016503786,86.7403039
lake,libavif,8,12,lake.s8.q12,557793,0.550572395324707,4.910089977187576,86.97646528
lake,libavif,5,16,lake.s5.q16,402247,289.61302495002747,0.009334386809662525,84.16640745
lake,webp,5,16,lake.q90,566604,0.3967137336730957,6.814384707507131,84.61738345
lake,libavif,6,16,lake.s6.q16,403739,1.0513050556182861,2.571432511955456,82.72939631
lake,libavif,7,16,lake.s7.q16,435980,0.8962612152099609,3.0162635112651865,84.01552266
lake,webp,7,16,lake.q90,566604,0.3967137336730957,6.814384707507131,84.61738345
lake,libavif,8,16,lake.s8.q16,434962,0.5197381973266602,5.201387956292375,83.83208308
lake,libavif,5,20,lake.s5.q20,331919,5.640751600265503,0.4792552821990524,81.38898023
lake,webp,5,20,lake.q87,458628,0.37427783012390137,7.222869703784156,80.56764685
lake,libavif,6,20,lake.s6.q20,336364,1.0057339668273926,2.68794739878161,79.86814045
lake,libavif,7,20,lake.s7.q20,356845,0.8400449752807617,3.2181134100545945,81.00443887
lake,webp,7,20,lake.q87,458628,0.37427783012390137,7.222869703784156,80.56764685
lake,libavif,8,20,lake.s8.q20,355377,0.45903754234313965,5.889191516233731,80.45940703
lake,libavif,5,24,lake.s5.q24,281783,5.322899580001831,0.5078735676616071,78.67249677
lake,webp,5,24,lake.q83.5,388016,0.35549020767211914,7.604597656015892,78.50870772
lake,libavif,6,24,lake.s6.q24,284989,1.3027002811431885,2.0751972185249383,77.23934544
lake,libavif,7,24,lake.s7.q24,301109,0.8318302631378174,3.2498937821791034,77.9945906
lake,webp,7,24,lake.q83,374498,0.33104968070983887,8.166025093887534,77.809074
lake,libavif,8,24,lake.s8.q24,299632,0.4556589126586914,5.932858822460773,77.52960965
lake,libavif,5,28,lake.s5.q28,219654,4.746054410934448,0.5696015607768258,73.7678164
lake,webp,5,28,lake.q79,313918,0.3213939666748047,8.411358893788242,74.73989065
lake,libavif,6,28,lake.s6.q28,222576,1.3207423686981201,2.046848851123593,72.21202357
lake,libavif,7,28,lake.s7.q28,242252,0.7438802719116211,3.6341332094382803,73.54214782
lake,webp,7,28,lake.q79,313918,0.3213939666748047,8.411358893788242,74.73989065
lake,libavif,8,28,lake.s8.q28,240424,19.419378995895386,0.13920939493334988,72.98077922
lake,libavif,5,32,lake.s5.q32,171256,4.309053897857666,0.6273674138408968,67.6235812
lake,webp,5,32,lake.q66.5,237190,0.3259310722351074,8.29426903504909,67.72738266
lake,libavif,6,32,lake.s6.q32,174008,1.1551480293273926,2.3402714902038,66.32913994
lake,libavif,7,32,lake.s7.q32,192697,0.775958776473999,3.48389641558566,68.18140427
lake,webp,7,32,lake.q69.5,241940,0.32805895805358887,8.240469993684497,68.01872347
lake,libavif,8,32,lake.s8.q32,190987,0.390547513961792,6.921974672368482,67.21971967
lake,libavif,5,36,lake.s5.q36,131468,3.8532989025115967,0.701570282605883,60.07787636
lake,webp,5,36,lake.q52.5,194470,0.38573694229125977,7.0082994486920684,60.14788293
lake,libavif,6,36,lake.s6.q36,133410,1.2161228656768799,2.222933287661968,58.53757342
lake,libavif,7,36,lake.s7.q36,147409,0.6341779232025146,4.2627784744514425,60.39347568
lake,webp,7,36,lake.q52.5,194470,0.38573694229125977,7.0082994486920684,60.14788293
lake,libavif,8,36,lake.s8.q36,145061,0.32510900497436523,8.315241837774254,58.64713591
lake,libavif,5,40,lake.s5.q40,99749,3.5578482151031494,0.7598300536049214,50.55502548
lake,webp,5,40,lake.q36,151456,0.30692219734191895,8.807965091519234,50.54037935
lake,libavif,6,40,lake.s6.q40,101004,1.1221120357513428,2.409171200262447,48.72604181
lake,libavif,7,40,lake.s7.q40,110729,0.6474807262420654,4.175197639766235,50.03655043
lake,webp,7,40,lake.q35.5,148700,0.3096332550048828,8.730845141156975,49.78107898
lake,libavif,8,40,lake.s8.q40,108072,0.3289821147918701,8.217346410184868,47.89784018
lake,libavif,5,44,lake.s5.q44,74536,3.3801305294036865,0.7997797648592344,38.47948763
lake,webp,5,44,lake.q23.5,115068,0.2693915367126465,10.035059129877602,37.85593179
lake,libavif,6,44,lake.s6.q44,75247,1.0078575611114502,2.682283791192453,36.93548778
lake,libavif,7,44,lake.s7.q44,82798,0.5988268852233887,4.514426567523815,38.41408749
lake,webp,7,44,lake.q23.5,115068,0.2693915367126465,10.035059129877602,37.85593179
lake,libavif,8,44,lake.s8.q44,79889,0.30501770973205566,8.86296078471896,34.5165509
parrots,libavif,5,12,parrots.s5.q12,48354,0.9466791152954102,0.4153635520704366,84.7034656
parrots,webp,5,12,parrots.q92.5,71278,0.056249141693115234,6.990613334960963,84.99036959
parrots,libavif,6,12,parrots.s6.q12,48821,0.16557955741882324,2.3747859103487303,84.16264326
parrots,libavif,7,12,parrots.s7.q12,56643,0.12266802787780762,3.2055296461739102,85.05865788
parrots,webp,7,12,parrots.q92.5,71278,0.056249141693115234,6.990613334960963,84.99036959
parrots,libavif,8,12,parrots.s8.q12,56855,0.0840446949005127,4.678653429172022,85.00758774
parrots,libavif,5,16,parrots.s5.q16,36704,0.7736468315124512,0.5082629230591912,82.47260755
parrots,webp,5,16,parrots.q90,55948,0.052823543548583984,7.443953464393071,82.7830147
parrots,libavif,6,16,parrots.s6.q16,37280,0.1676933765411377,2.3448511092716786,81.55144604
parrots,libavif,7,16,parrots.s7.q16,41758,0.1177370548248291,3.3397811809122664,82.35419722
parrots,webp,7,16,parrots.q89.5,52682,0.05739235877990723,6.851365031152247,81.9677141
parrots,libavif,8,16,parrots.s8.q16,41787,0.07658767700195312,5.134194107884645,82.06591574
parrots,libavif,5,20,parrots.s5.q20,29846,0.7338671684265137,0.5358135871415195,79.9936
parrots,webp,5,20,parrots.q87.5,44244,0.054280996322631836,7.244082213650398,80.02702899
parrots,libavif,6,20,parrots.s6.q20,30564,0.1561107635498047,2.518826960157367,79.17853392
parrots,libavif,7,20,parrots.s7.q20,33511,0.11811423301696777,3.329116144228886,79.49259769
parrots,webp,7,20,parrots.q86.5,40902,0.0530397891998291,7.4136041249814575,79.2460291
parrots,libavif,8,20,parrots.s8.q20,33613,0.07198548316955566,5.462434683862763,79.33801947
parrots,libavif,5,24,parrots.s5.q24,25329,0.7135934829711914,0.5510364225339689,77.415111
parrots,webp,5,24,parrots.q85,36834,0.052570343017578125,7.479806625353748,76.99452296
parrots,libavif,6,24,parrots.s6.q24,25774,0.1889946460723877,2.0805668740975474,76.72870067
parrots,libavif,7,24,parrots.s7.q24,28046,0.11143732070922852,3.5285844768828545,76.68333557
parrots,webp,7,24,parrots.q85,36834,0.052570343017578125,7.479806625353748,76.99452296
parrots,libavif,8,24,parrots.s8.q24,28300,0.06219792366027832,6.322011682379053,76.31180913
parrots,libavif,5,28,parrots.s5.q28,19724,0.637606143951416,0.6167067298993312,72.69904004
parrots,webp,5,28,parrots.q81,30418,0.04697823524475098,8.370173931638591,72.98195078
parrots,libavif,6,28,parrots.s6.q28,20017,0.1703171730041504,2.3087278461956267,71.38595174
parrots,libavif,7,28,parrots.s7.q28,22427,0.09045886993408203,4.346903739639232,72.28574768
parrots,webp,7,28,parrots.q80,29042,0.05220627784729004,7.531967729057538,72.21153216
parrots,libavif,8,28,parrots.s8.q28,22741,0.05866241455078125,6.703031285212642,72.06187595
